breed,breed_size,sex,age,weight_lbs,spay_neuter_status,daily_activity_level,diet,food_brand,daily_walk_distance_miles,other_pets_in_household,medications,seizures,hours_of_sleep,play_time_hrs,owner_activity_level,annual_vet_visits,average_temperature_f,healthy
Bulldog,Medium,Female,9,41,Neutered,None,Home cooked,Special,2,No,Yes,Yes,10,0,None,1,60.2,No
Great Dane,Large,Male,8,41,None,Low,Wet food,Pedigree,2,Yes,No,No,9,1,Very Active,0,53,No
Beagle,Small,Male,9,79,None,Very Active,Hard food,Iams,3,No,Yes,No,11,2,Moderate,0,45,No
Labrador Retriever,Large,Male,13,28,Spayed,Moderate,Wet food,Purina,4,Yes,No,No,11,2,None,0,66,No
Dachshund,Small,Female,11,55,None,None,Wet food,Purina,4,No,Yes,No,12,0,Low,1,40,No
Yorkshire Terrier,Small,Male,4,35,None,Low,Wet food,Hill's Science,1,No,No,No,11,2,Moderate,1,38,Yes
Golden Retriever,Large,Female,1,32,None,None,Special diet,Royal Canin,2,Yes,Yes,No,9,1,Very Active,1,68,No
Siberian Husky,Medium,Female,8,32,Neutered,Very Active,Hard food,Iams,4,Yes,No,No,9,1,None,0,72,Yes
Chihuahua,Small,Male,1,53,None,Active,Wet food,Hill's Science,2,No,No,No,9,2,Very Active,4,60,Yes
Bulldog,Medium,Female,11,64,Neutered,Active,Hard food,Nutro,4,No,No,No,11,2,Active,0,93,Yes
Yorkshire Terrier,Small,Female,6,47,None,Very Active,Wet food,Wellness,4,No,Yes,No,10,2,Very Active,1,89,Yes
Beagle,Small,Female,7,37,Spayed,Active,Wet food,Purina,5,No,No,No,9,3,Very Active,1,61,Yes
Golden Retriever,Large,Female,11,45,None,Active,Special diet,Nutro,3,Yes,Yes,No,13,2,Active,2,59,Yes
Boxer,Medium,Male,13,62,Neutered,Low,Home cooked,Special,2,No,No,No,12,0,Low,1,64,Yes
Bulldog,Medium,Female,4,54,None,Moderate,Wet food,Nutro,1,Yes,Yes,No,11,1,Active,2,51,No
Rottweiler,Large,Female,11,56,None,Active,Hard food,Blue Buffalo,0,No,No,No,11,1,Low,3,66,Yes
Dachshund,Small,Male,10,84,Spayed,Moderate,Special diet,Hill's Science,2,No,No,No,9,0,None,1,39,Yes
German Shepherd,Large,Female,7,39,None,Low,Home cooked,Special,4,Yes,No,No,8,2,None,4,92,Yes
Great Dane,Large,Male,3,67,None,Moderate,Hard food,Purina,3,Yes,Yes,No,12,1,Very Active,0,82,No
German Shepherd,Large,Female,10,53,None,Low,Wet food,Purina,2,No,No,No,12,2,Low,0,62,No
Chihuahua,Small,Male,6.8,72,Spayed,None,Home cooked,Special,2,Yes,Yes,No,10,1,None,2,81,Yes
Poodle,Small,Male,2,52,Neutered,Active,Hard food,Royal Canin,3,No,No,Yes,11,2,None,0,71,Yes
Great Dane,Large,Female,6,45,Spayed,Low,Wet food,Purina,4,Yes,No,No,11,3,Very Active,1,78,Yes
Beagle,Small,Female,5,38,Spayed,None,Wet food,Purina,3,Yes,Yes,Yes,13,1,Moderate,2,81,No
Australian Shepherd,Medium,Male,9,15,Spayed,Active,Hard food,Nutro,4,No,Yes,No,13,2,None,2,41,No
Golden Retriever,Large,Male,4,46,Spayed,Moderate,Wet food,Iams,2,No,No,No,9,1,Very Active,3,52,Yes
Doberman,Large,Male,9,42,None,Very Active,Wet food,Wellness,3,No,No,No,9,3,None,4,65,Yes
Boxer,Medium,Female,10,66,Neutered,Very Active,Hard food,Nutro,6,No,No,No,9,1,None,2,100,Yes
Great Dane,Large,Female,13,34,Spayed,None,Special diet,Royal Canin,4,Yes,Yes,No,11,1,Active,1,69,No
Beagle,Small,Male,9,53,Spayed,None,Hard food,Blue Buffalo,3,No,Yes,No,10,1,Very Active,2,74,No
Yorkshire Terrier,Small,Male,11,49,Spayed,Active,Home cooked,Special,6,No,Yes,No,10,1,Low,3,100,Yes
Labrador Retriever,Large,Female,7,46,Spayed,Low,Hard food,Pedigree,5,Yes,No,No,12,1,Very Active,1,64,Yes
Australian Shepherd,Medium,Male,1,33,None,Moderate,Special diet,Pedigree,3,Yes,No,No,12,1,None,0,39,No
Labrador Retriever,Large,Female,3,57,Spayed,Very Active,Home cooked,Special,1,No,No,No,11,1,Very Active,1,56,Yes
Bulldog,Medium,Female,6,47,Neutered,Moderate,Wet food,Blue Buffalo,1,Yes,No,No,10,1,Very Active,0,84,Yes
Bulldog,Medium,Female,6,56.8,Neutered,Low,Wet food,Wellness,2,No,Yes,No,10,4,Low,3,51,Yes
Labrador Retriever,Large,Female,7,59,Spayed,Active,Hard food,Pedigree,1,No,No,No,13,2,Moderate,0,81,Yes
Golden Retriever,Large,Female,2,45,None,Low,Special diet,Royal Canin,0,No,No,No,12,0,Very Active,2,57,Yes
Labrador Retriever,Large,Female,4,74,Neutered,Active,Home cooked,Special,1,Yes,Yes,No,12,2,Low,0,57,Yes
German Shepherd,Large,Male,13,52,Neutered,None,Hard food,Royal Canin,4,Yes,No,No,12,3,Low,0,48,No
Siberian Husky,Medium,Female,7,28,None,None,Wet food,Blue Buffalo,4,Yes,No,No,11,1,Active,0,47,No
Australian Shepherd,Medium,Female,5,41,None,None,Hard food,Iams,2,No,No,No,9,3,Active,2,46,Yes
Golden Retriever,Large,Female,5,42,Neutered,Low,Wet food,Pedigree,0,Yes,No,No,12,3,None,1,80,Yes
Boxer,Medium,Female,9,28,Spayed,Active,Wet food,Wellness,3,Yes,Yes,Yes,9,2,Low,1,61,No
German Shepherd,Large,Female,3,48,Spayed,Low,Wet food,Iams,5,Yes,Yes,No,10,2,None,1,80,Yes
Rottweiler,Large,Female,4,59,Spayed,Low,Home cooked,Special,1,Yes,No,No,9,2,Moderate,3,76,Yes
Poodle,Small,Male,13,79,None,Moderate,Special diet,Blue Buffalo,1,No,No,No,11,3,Active,0,69,No
Bulldog,Medium,Male,4,43,None,Moderate,Special diet,Wellness,2,No,No,No,12,3,Active,1,77,Yes
Rottweiler,Large,Female,7,52,Spayed,Active,Hard food,Nutro,1,No,No,No,10,1,Moderate,2,37,Yes
Labrador Retriever,Large,Female,11,38,Neutered,None,Hard food,Nutro,4,No,No,No,9,2,None,0,76,No
German Shepherd,Large,Female,2,33,Neutered,Low,Wet food,Pedigree,4,Yes,Yes,No,11,1,Active,3,56,Yes
Siberian Husky,Medium,Female,5,37,Spayed,Active,Wet food,Pedigree,3,No,No,Yes,12,1,Active,1,81,Yes
Yorkshire Terrier,Small,Male,12,48,Neutered,Very Active,Hard food,Hill's Science,0,Yes,Yes,No,12,0,Moderate,1,71,No
Bulldog,Medium,Male,9,77,Neutered,None,Wet food,Nutro,5,Yes,No,Yes,9,2,Moderate,2,72,No
Rottweiler,Large,Male,9,73,None,Very Active,Home cooked,Special,3,Yes,No,No,11,1,Low,2,75,Yes
Bulldog,Medium,Female,7,41,Neutered,Very Active,Wet food,Iams,4,No,No,No,11,1,None,3,36,Yes
German Shepherd,Large,Male,8,57,Spayed,Very Active,Home cooked,Special,2,No,Yes,No,8,2,Active,0,58,Yes
Labrador Retriever,Large,Male,11,30,Spayed,Low,Hard food,Hill's Science,1,Yes,No,No,8,2,Moderate,1,53,Yes
Bulldog,Medium,Female,5,50,Spayed,Active,Special diet,Pedigree,3,Yes,No,No,11,2,Low,1,45,Yes
Siberian Husky,Medium,Female,9,50,None,Low,Special diet,Pedigree,2,Yes,No,No,12,1,None,3,82,Yes
Dachshund,Small,Male,6,46,None,Low,Hard food,Nutro,4,No,No,No,11,3,Active,0,44,No
Golden Retriever,Large,Male,8,51,None,Active,Hard food,Royal Canin,2,No,No,No,11,3,Very Active,2,85,Yes
Yorkshire Terrier,Small,Male,1,52,None,None,Wet food,Purina,4,Yes,Yes,No,9,1,None,3,61,No
Poodle,Small,Male,6,67,None,Very Active,Hard food,Blue Buffalo,2,Yes,Yes,No,13,0,Active,1,41,Yes
Yorkshire Terrier,Small,Female,2,47,None,None,Wet food,Blue Buffalo,1,Yes,Yes,No,11,1,None,4,70,No
Doberman,Large,Male,9,74,Spayed,Active,Home cooked,Special,5,Yes,No,No,12,1,Moderate,1,42,Yes
Great Dane,Large,Male,2,32,Spayed,Active,Home cooked,Special,2,Yes,Yes,No,12,1,Moderate,2,54,Yes
Beagle,Small,Male,11,53,Spayed,Very Active,Hard food,Royal Canin,2,Yes,Yes,No,12,3,None,3,82,Yes
Australian Shepherd,Medium,Female,7,43,Spayed,None,Home cooked,Special,4,Yes,No,No,12,1,Moderate,1,66,Yes
Beagle,Small,Female,3,26,None,Very Active,Special diet,Blue Buffalo,1,No,Yes,No,14,1,None,2,69,Yes
Yorkshire Terrier,Small,Male,7,52,Neutered,Moderate,Hard food,Pedigree,2,Yes,No,No,14,1,Low,1,64,Yes
Rottweiler,Large,Male,11,29,Neutered,Low,Home cooked,Special,3,No,No,No,14,0,Low,1,65,Yes
Rottweiler,Large,Female,12,49,Spayed,Very Active,Home cooked,Special,3,No,No,No,12,2,Low,0,39,Yes
Bulldog,Medium,Female,1,52,Neutered,Very Active,Wet food,Purina,4,No,No,No,13,1,Moderate,3,66,Yes
Golden Retriever,Large,Male,2,72,Neutered,Very Active,Special diet,Purina,1,No,Yes,No,12,3,Moderate,2,65,Yes
Dachshund,Small,Male,4,54,Spayed,None,Wet food,Royal Canin,1,Yes,No,Yes,12,2,Moderate,3,70,Yes
Chihuahua,Small,Female,1,78,Spayed,None,Wet food,Royal Canin,2,No,Yes,No,12,1,Active,2,65,No
Chihuahua,Small,Female,4,51,Spayed,Very Active,Wet food,Wellness,2,No,No,Yes,10,3,Moderate,0,67,Yes
Australian Shepherd,Medium,Female,7,41,Spayed,Moderate,Home cooked,Special,3,No,No,No,9,0,None,0,84,Yes
Beagle,Small,Female,11,29,Spayed,Active,Hard food,Hill's Science,2,No,Yes,No,12,1,Moderate,0,54,No
Australian Shepherd,Medium,Male,2,52,None,Active,Special diet,Hill's Science,1,Yes,Yes,No,10,2,Moderate,0,68,Yes
Labrador Retriever,Large,Male,4,71,None,None,Special diet,Hill's Science,2,Yes,No,No,13,2,Low,3,62,Yes
Rottweiler,Large,Female,10,62,Neutered,Low,Hard food,Purina,4,Yes,No,No,10,1,Moderate,0,68,No
Boxer,Medium,Female,1,47,Spayed,None,Special diet,Purina,4,No,No,No,13,1,Active,2,38,Yes
Beagle,Small,Male,13,39,None,Very Active,Special diet,Purina,3,No,Yes,No,10,1,Very Active,3,69,Yes
Beagle,Small,Female,12,102,Neutered,Low,Hard food,Blue Buffalo,4,No,No,No,9,2,Low,3,70,No
Doberman,Large,Female,1,66,Neutered,None,Home cooked,Special,0,No,Yes,No,9,2,None,2,44,Yes
Doberman,Large,Male,8,46,Spayed,None,Hard food,Blue Buffalo,4,Yes,No,No,13,0,Moderate,2,49,Yes
Yorkshire Terrier,Small,Female,5,45,Neutered,Low,Special diet,Hill's Science,3,Yes,Yes,No,12,0,None,1,55,Yes
German Shepherd,Large,Female,1,38,Spayed,Low,Wet food,Hill's Science,3,Yes,Yes,No,10,2,Active,4,38,No
Golden Retriever,Large,Female,13,54,Neutered,Moderate,Special diet,Purina,0,Yes,No,No,10,1,Active,2,73,Yes
Poodle,Small,Male,13,54,Spayed,Moderate,Home cooked,Special,4,Yes,No,No,13,3,Moderate,1,30,Yes
Australian Shepherd,Medium,Female,7,33,None,Low,Special diet,Nutro,0,Yes,No,No,11,3,Very Active,0,63,Yes
Poodle,Small,Male,6,54,Spayed,Active,Hard food,Blue Buffalo,1,No,No,No,13,2,Moderate,2,54,Yes
Australian Shepherd,Medium,Male,12,50,Neutered,Low,Home cooked,Special,4,Yes,No,No,11,2,Moderate,3,71,Yes
Australian Shepherd,Medium,Female,5,34,Neutered,None,Wet food,Wellness,2,No,No,No,10,2,Active,0,79,Yes
Yorkshire Terrier,Small,Male,11,34,Spayed,None,Special diet,Hill's Science,5,No,Yes,No,12,4,Very Active,1,71,Yes
Dachshund,Small,Female,7,41.8,Spayed,Low,Home cooked,Special,3,No,Yes,No,10,1,Active,2,72,Yes
Great Dane,Large,Male,8,65,None,Moderate,Wet food,Purina,0,No,Yes,No,12,0,None,1,74,No
Labrador Retriever,Large,Female,7,21,Neutered,None,Home cooked,Special,1,No,No,No,11,2,Active,1,78,Yes
Boxer,Medium,Female,4,56,Neutered,Moderate,Wet food,Purina,2,No,Yes,No,9,1,Moderate,3,44,Yes
Yorkshire Terrier,Small,Female,5,32,Neutered,None,Hard food,Wellness,2,No,Yes,No,12,2,Active,0,67,No
German Shepherd,Large,Male,3,70,Neutered,None,Home cooked,Special,4,Yes,No,No,9,1,Moderate,1,54,Yes
Poodle,Small,Female,13,38,Spayed,Very Active,Wet food,Iams,2,No,Yes,No,9,1,Low,2,100,Yes
Australian Shepherd,Medium,Male,1,31,Spayed,Active,Hard food,Hill's Science,2,Yes,Yes,No,12,1,Moderate,1,67,Yes
Rottweiler,Large,Male,9,48,Spayed,Moderate,Home cooked,Special,2,Yes,Yes,No,11,2,None,1,70,Yes
Dachshund,Small,Female,11,76,Spayed,Active,Special diet,Purina,3,No,No,No,11,0,Active,2,65,Yes
Yorkshire Terrier,Small,Female,10,29,Spayed,Moderate,Home cooked,Special,2,No,Yes,Yes,11,2,Moderate,2,67,No
Yorkshire Terrier,Small,Male,10,55,Neutered,Moderate,Special diet,Iams,2,No,No,No,12,2,Low,0,59,Yes
Bulldog,Medium,Male,6,47,Neutered,Low,Special diet,Purina,2,Yes,Yes,No,11,2,Very Active,2,59,Yes
German Shepherd,Large,Male,12,46,None,Low,Home cooked,Special,3,Yes,No,No,11,2,Very Active,2,45,Yes
German Shepherd,Large,Male,1,61,Neutered,Very Active,Wet food,Pedigree,1,No,No,No,13,1,Moderate,1,30,Yes
Beagle,Small,Female,7,60,Spayed,Low,Home cooked,Special,4,No,No,No,13,1,None,1,79,Yes
Bulldog,Medium,Male,6,60,Neutered,None,Home cooked,Special,3,No,Yes,No,11,2,Moderate,0,54,Yes
Bulldog,Medium,Male,5,45,Neutered,None,Special diet,Purina,1,No,No,No,11,3,Moderate,2,75,Yes
Chihuahua,Small,Male,11,60,Neutered,Active,Hard food,Royal Canin,1,No,No,No,10,1,None,2,49,Yes
Beagle,Small,Female,4,61,Spayed,Low,Home cooked,Special,2,No,No,No,12,2,None,4,53,Yes
German Shepherd,Large,Male,8,43,Neutered,Very Active,Home cooked,Special,3,Yes,Yes,No,10,3,Low,2,43,Yes
Labrador Retriever,Large,Female,12,55,Neutered,Moderate,Wet food,Iams,1,Yes,Yes,No,11,2,Moderate,1,30,No
Golden Retriever,Large,Male,7,78,Neutered,Low,Special diet,Hill's Science,4,No,Yes,No,9,2,Moderate,2,63,Yes
Beagle,Small,Male,7,37,None,Low,Special diet,Blue Buffalo,1,Yes,No,No,11,3,Low,0,62,Yes
Poodle,Small,Female,4,38,None,Active,Special diet,Hill's Science,3,Yes,Yes,No,14,1,Very Active,1,68,Yes
Siberian Husky,Medium,Male,13,55,None,Active,Hard food,Royal Canin,3,Yes,No,No,12,0,Moderate,2,45,Yes
Doberman,Large,Female,2,47,Spayed,Moderate,Special diet,Hill's Science,3,Yes,No,No,13,1,Low,2,77,Yes
Doberman,Large,Male,2,54,Spayed,Very Active,Hard food,Pedigree,3,No,Yes,No,9,1,Active,1,60,Yes
Golden Retriever,Large,Female,3,32,Spayed,Low,Hard food,Wellness,2,Yes,No,No,11,1,None,1,97,Yes
Chihuahua,Small,Male,7,34,Spayed,Very Active,Special diet,Hill's Science,4,No,Yes,No,8,0,Moderate,1,59.8,Yes
German Shepherd,Large,Female,7,63,None,Active,Home cooked,Special,6,No,Yes,No,12,2,None,2,70,Yes
Australian Shepherd,Medium,Female,13,42,Neutered,Very Active,Wet food,Hill's Science,5,Yes,No,No,11,2,None,3,41,Yes
Golden Retriever,Large,Male,3,45,Neutered,None,Wet food,Purina,5,No,No,No,11,2,Moderate,1,88,Yes
Great Dane,Large,Male,10,44,Neutered,None,Wet food,Purina,2,Yes,Yes,No,11,1,Moderate,1,56,No
Yorkshire Terrier,Small,Female,5,56,Spayed,Moderate,Hard food,Wellness,5,No,No,No,10,2,None,2,61,Yes
Yorkshire Terrier,Small,Female,2,57.2,Spayed,Low,Hard food,Purina,3,No,Yes,No,12,1,None,1,64,Yes
Dachshund,Small,Female,3,66,None,Low,Hard food,Royal Canin,2,Yes,Yes,No,12,2,Very Active,2,56,No
Rottweiler,Large,Male,5.4,53,Spayed,Active,Home cooked,Special,3,No,Yes,No,11,2,None,1,69,Yes
Doberman,Large,Female,13,35,Spayed,Active,Special diet,Pedigree,3,Yes,Yes,No,11,1,Very Active,1,69,Yes
Labrador Retriever,Large,Male,13,47,Spayed,Very Active,Home cooked,Special,0,Yes,Yes,No,13,0,None,1,66,Yes
Chihuahua,Small,Male,11,39,Neutered,None,Wet food,Purina,4,Yes,Yes,No,8,3,None,1,75,No
German Shepherd,Large,Female,5,27,None,Very Active,Home cooked,Special,2,Yes,No,No,11,3,Active,3,78,Yes
Dachshund,Small,Male,5,52,None,Very Active,Hard food,Pedigree,3,No,No,No,14,3,Low,1,45,Yes
Doberman,Large,Female,1,52,Neutered,Moderate,Special diet,Wellness,2,Yes,Yes,No,11,2,Low,1,39,Yes
Beagle,Small,Female,2,91,Neutered,Moderate,Wet food,Wellness,4,No,No,No,9,2,Moderate,2,100,Yes
Poodle,Small,Male,3,65,Spayed,Active,Home cooked,Special,0,No,Yes,No,12,1,None,1,71,Yes
Dachshund,Small,Male,10,10,None,None,Wet food,Royal Canin,3,No,No,Yes,10,1,Moderate,3,86,No
Dachshund,Small,Male,3,59,None,Active,Special diet,Iams,3,No,Yes,No,9,1,Active,1,53,Yes
Beagle,Small,Female,11,47.4,None,Active,Hard food,Hill's Science,2,No,No,No,9,2,Moderate,0,32,Yes
Labrador Retriever,Large,Male,11,28,Spayed,Low,Wet food,Hill's Science,1,No,No,No,13,1,Active,2,100,Yes
Golden Retriever,Large,Male,9,51,None,Active,Hard food,Purina,4,Yes,No,No,11,1,Moderate,3,71,Yes
Siberian Husky,Medium,Female,11,52,None,Very Active,Wet food,Pedigree,4,Yes,No,No,11,3,None,0,32,No
Siberian Husky,Medium,Male,3,46,None,Moderate,Special diet,Royal Canin,3,No,Yes,No,11,3,Active,2,30,Yes
Beagle,Small,Male,9,67,None,Active,Special diet,Blue Buffalo,3,No,No,No,9,1,Moderate,2,80,Yes
Beagle,Small,Female,6,30,Neutered,Moderate,Hard food,Blue Buffalo,4,No,No,Yes,12,3,Active,2,75,Yes
Golden Retriever,Large,Male,11,82,Neutered,Active,Home cooked,Special,0,No,Yes,No,11,2,Very Active,1,90,Yes
Yorkshire Terrier,Small,Female,11,52,Spayed,Active,Wet food,Iams,3,No,No,No,12,2,Low,1,70,Yes
German Shepherd,Large,Male,6,67,Spayed,None,Home cooked,Special,5,Yes,No,No,11,3,Low,1,56,Yes
German Shepherd,Large,Female,1,46,Neutered,Very Active,Special diet,Blue Buffalo,0,Yes,Yes,No,10,0,None,3,40,Yes
Labrador Retriever,Large,Female,6,59,Spayed,Moderate,Hard food,Hill's Science,4,Yes,Yes,No,12,2,Active,0,62,No
Rottweiler,Large,Female,4,51,Spayed,Very Active,Hard food,Blue Buffalo,3,No,No,No,11,1,Very Active,1,57,Yes
German Shepherd,Large,Male,9,50,None,Moderate,Hard food,Hill's Science,2,No,No,No,9,2,None,0,71,No
Golden Retriever,Large,Female,6,64,None,Very Active,Home cooked,Special,2,Yes,No,No,9,1,Low,0,66.8,Yes
Yorkshire Terrier,Small,Male,13,32,None,None,Special diet,Blue Buffalo,2,No,Yes,No,13,1,Moderate,2,59,No
Poodle,Small,Female,1,50,None,Active,Home cooked,Special,3,No,Yes,No,11,1,None,1,66,Yes
Australian Shepherd,Medium,Male,6.8,51,None,Active,Wet food,Nutro,2,No,No,No,12,1,Low,3,53,Yes
Siberian Husky,Medium,Male,12,63,Neutered,Low,Home cooked,Special,3,Yes,No,No,11,2,Low,2,82,Yes
Chihuahua,Small,Female,12,45,Spayed,Low,Hard food,Purina,3,Yes,No,No,11,2,Active,1,85,Yes
Doberman,Large,Female,2,66,Spayed,Moderate,Special diet,Nutro,3,No,No,No,12,2,Active,2,72,Yes
Beagle,Small,Female,1,80,Neutered,None,Special diet,Purina,1,Yes,Yes,No,10,1,Very Active,3,83,Yes
Australian Shepherd,Medium,Female,2,30,Spayed,Very Active,Home cooked,Special,1,No,Yes,No,9,1,Low,4,63,Yes
Dachshund,Small,Male,2,58,None,Low,Wet food,Wellness,0,No,Yes,No,11,2,Moderate,2,77,No
Yorkshire Terrier,Small,Male,1,54,Spayed,Moderate,Hard food,Wellness,5,Yes,No,No,11,1,Low,0,69,No
Poodle,Small,Male,5,42.8,Neutered,None,Home cooked,Special,2,Yes,Yes,No,11,1,Very Active,2,79,Yes
Siberian Husky,Medium,Female,5,32,Neutered,Active,Home cooked,Special,3,No,No,No,12,4,Moderate,1,56,Yes
Beagle,Small,Male,8,51,None,Active,Hard food,Hill's Science,3,Yes,Yes,No,10,1,Moderate,3,38,Yes
Yorkshire Terrier,Small,Female,8,56,Spayed,Active,Wet food,Blue Buffalo,2,Yes,Yes,No,13,2,Active,1,60,Yes
Dachshund,Small,Male,8,70,Spayed,None,Special diet,Blue Buffalo,1,Yes,Yes,No,9,2,Active,0,51,Yes
Poodle,Small,Male,13,48,Neutered,Low,Special diet,Nutro,0,No,Yes,No,11,2,Active,2,42,Yes
Great Dane,Large,Male,9,36,None,None,Home cooked,Special,1,Yes,No,No,10,1,Moderate,2,59,Yes
Labrador Retriever,Large,Male,9,57,None,None,Hard food,Purina,0,No,Yes,Yes,9,1,Active,2,30,No
Dachshund,Small,Female,2,40,Spayed,Active,Home cooked,Special,2,No,Yes,No,12,0,Low,2,56,Yes
Boxer,Medium,Female,11,46,Spayed,Active,Wet food,Purina,3,No,Yes,No,11,1,None,1,36,No
Doberman,Large,Female,12,73,Spayed,None,Home cooked,Special,3,Yes,No,No,10,1,Active,1,59,Yes
German Shepherd,Large,Male,9,54,None,Moderate,Home cooked,Special,3,Yes,No,No,11,1,None,3,89,Yes
Rottweiler,Large,Male,2,60,None,Very Active,Special diet,Pedigree,2,No,No,No,11,2,Low,2,79,Yes
Rottweiler,Large,Female,6,67,Spayed,None,Home cooked,Special,0,Yes,Yes,No,9,3,Active,0,61.2,Yes
Chihuahua,Small,Female,7,47,Spayed,Very Active,Hard food,Nutro,2,No,No,No,10,2,None,1,49,Yes
Chihuahua,Small,Female,13,55,None,Moderate,Home cooked,Special,2,No,No,No,8,2,Active,2,62,Yes
Australian Shepherd,Medium,Female,5,33,None,Moderate,Wet food,Nutro,4,Yes,Yes,No,11,2,Very Active,3,59,No
Poodle,Small,Female,9,25,Spayed,Active,Hard food,Wellness,3,No,No,No,11,3,Moderate,2,93,Yes
Doberman,Large,Female,7,39,Spayed,Active,Special diet,Purina,0,No,No,No,11,1,Active,0,47,Yes
Boxer,Medium,Female,8,62,None,None,Home cooked,Special,3,No,No,No,10,2,Moderate,2,66,Yes
Golden Retriever,Large,Male,9,54,Spayed,None,Wet food,Nutro,3,Yes,No,No,8,3,Very Active,3,53,Yes
Labrador Retriever,Large,Male,11,63,Neutered,Low,Hard food,Royal Canin,4,Yes,No,No,10,0,Low,1,75,Yes
Dachshund,Small,Female,9,67,Spayed,Moderate,Special diet,Pedigree,1,Yes,No,No,14,1,Very Active,1,79,Yes
Golden Retriever,Large,Female,2,46,None,Moderate,Wet food,Nutro,3,No,Yes,No,10,1,Very Active,0,77,No
German Shepherd,Large,Male,6,76,None,Active,Special diet,Royal Canin,1,Yes,No,No,11,1,Low,2,61,Yes
Doberman,Large,Male,7,56,Spayed,Very Active,Special diet,Hill's Science,1,No,Yes,No,10,1,Active,1,63,Yes
Labrador Retriever,Large,Female,8,36,Neutered,None,Home cooked,Special,0,Yes,No,No,11,3,Very Active,4,61,Yes
Boxer,Medium,Male,9,72,Neutered,Very Active,Special diet,Iams,0,Yes,Yes,No,12,1,Low,1,34,Yes
Boxer,Medium,Female,3,37,Neutered,None,Home cooked,Special,4,Yes,Yes,No,9,1,None,3,68,Yes
Doberman,Large,Female,4.6,32,Neutered,Moderate,Home cooked,Special,0,Yes,No,Yes,11,2,Low,1,52,Yes
Golden Retriever,Large,Female,5,47,Spayed,Very Active,Hard food,Pedigree,1,Yes,Yes,No,14,1,Active,2,75,Yes
Beagle,Small,Male,9,55.6,None,None,Special diet,Hill's Science,3,No,No,No,10,3,Moderate,0,55,No
Beagle,Small,Male,4,76,Neutered,Moderate,Hard food,Pedigree,3,No,Yes,No,9,2,Moderate,1,64,Yes
Golden Retriever,Large,Female,2,66,Spayed,Active,Wet food,Wellness,1,Yes,Yes,No,11,3,Active,1,89,Yes
Chihuahua,Small,Female,11,28,Spayed,Low,Special diet,Blue Buffalo,2,No,Yes,No,10,2,Moderate,0,66.6,No
Labrador Retriever,Large,Male,4,54,Spayed,Low,Home cooked,Special,3,Yes,No,No,12,1,Very Active,1,94,Yes
Australian Shepherd,Medium,Female,12,74,None,None,Home cooked,Special,2,Yes,Yes,No,12,1,Low,3,80,No
Doberman,Large,Male,1,53,Neutered,Low,Wet food,Hill's Science,3,Yes,No,No,13,2,Active,2,56,Yes
Labrador Retriever,Large,Male,7,28,Neutered,Moderate,Hard food,Iams,4,Yes,No,No,12,2,Moderate,0,77,Yes
Bulldog,Medium,Male,5,71,Spayed,None,Special diet,Nutro,0,No,Yes,No,10,3,None,2,78,Yes
Chihuahua,Small,Female,12,70,Spayed,None,Home cooked,Special,2,No,No,No,11,1,None,1,57,Yes
Chihuahua,Small,Female,8,42,Neutered,Moderate,Special diet,Wellness,1,No,Yes,No,12,3,Moderate,0,50,Yes
German Shepherd,Large,Female,2,57,None,Low,Home cooked,Special,1,No,Yes,No,10,1,None,1,59,Yes
Yorkshire Terrier,Small,Female,12,52,None,Moderate,Wet food,Hill's Science,4,Yes,No,No,12,1,Low,1,50,No
Dachshund,Small,Male,1,44,None,Moderate,Wet food,Pedigree,1,Yes,No,No,10,2,None,2,57,No
Labrador Retriever,Large,Female,1,54,None,Low,Home cooked,Special,1,No,Yes,No,13,2,Moderate,1,63,No
Poodle,Small,Male,6,33,Spayed,Moderate,Wet food,Wellness,2,No,No,No,9,2,Active,1,49,Yes
Siberian Husky,Medium,Male,9,45,Spayed,Moderate,Home cooked,Special,3,No,Yes,No,9,3,None,1,57,Yes
Dachshund,Small,Female,12,55,Spayed,Low,Wet food,Royal Canin,2,No,No,No,12,2,None,2,77,Yes
Labrador Retriever,Large,Female,4,46,None,Active,Home cooked,Special,2,No,Yes,No,13,1,Active,1,56,Yes
Golden Retriever,Large,Male,5,41,Spayed,None,Hard food,Iams,2,Yes,No,No,9,1,Active,1,69,Yes
Boxer,Medium,Female,13,63,None,Active,Wet food,Blue Buffalo,2,No,No,No,14,1,Moderate,0,67,No
Rottweiler,Large,Female,5,76,None,Active,Special diet,Royal Canin,4,No,No,No,11,3,Low,1,59,Yes
Bulldog,Medium,Female,2,61,None,Active,Home cooked,Special,3,Yes,No,No,14,3,None,0,84,Yes
Golden Retriever,Large,Male,4,43,None,Moderate,Special diet,Royal Canin,4,Yes,No,No,9,3,Low,0,82,Yes
Boxer,Medium,Male,4,36,Spayed,Moderate,Special diet,Blue Buffalo,7,No,Yes,No,13,3,Moderate,3,55,Yes
Poodle,Small,Male,10,46,Neutered,Low,Home cooked,Special,5,No,No,No,9,1,Moderate,2,48,Yes
Rottweiler,Large,Female,12,14,Neutered,Very Active,Home cooked,Special,2,No,No,No,12,0,Very Active,2,52,Yes
Great Dane,Large,Female,2,71,Spayed,Low,Special diet,Pedigree,0,Yes,Yes,No,10,2,Very Active,4,64,Yes
